file_id,n_characters,n_syllables,n_tokens,n_polysyllabic_tokens,n_long_tokens,n_types,n_sentences,avg_characters_per_word,std_characters_per_word,avg_syllables_per_word,std_syllables_per_word,ratio_long_words,avg_words_per_sentence,std_words_per_sentence,word_length_distribution
3098,576,0,117,0,103,80,10,3.74359,1.84836,0,0.0,0.88034,11.7,10.25291,"{'4_character_tokens': 0.30769, '3_character_tokens': 0.21368, '2_character_tokens': 0.19658, '5_character_tokens': 0.10256, '1_character_tokens': 0.05983, '6_character_tokens': 0.04274, '7_character_tokens': 0.02564, '10_character_tokens': 0.02564, '8_character_tokens': 0.01709, '9_character_tokens': 0.00855}"
3099,1170,0,228,0,183,131,13,3.89474,1.99942,0,0.0,0.80263,17.53846,19.56023,"{'4_character_tokens': 0.23684, '2_character_tokens': 0.22807, '3_character_tokens': 0.17105, '5_character_tokens': 0.10088, '6_character_tokens': 0.07895, '1_character_tokens': 0.06579, '7_character_tokens': 0.05263, '8_character_tokens': 0.03509, '9_character_tokens': 0.02193, '10_character_tokens': 0.00877}"
3100,2695,0,522,0,445,227,48,3.8046,2.06798,0,0.0,0.85249,10.875,7.50213,"{'4_character_tokens': 0.25096, '2_character_tokens': 0.21648, '3_character_tokens': 0.21073, '5_character_tokens': 0.10536, '1_character_tokens': 0.06897, '6_character_tokens': 0.04789, '7_character_tokens': 0.02874, '9_character_tokens': 0.02682, '8_character_tokens': 0.0249, '10_character_tokens': 0.01149, '11_character_tokens': 0.00383, '14_character_tokens': 0.00383}"
3101,1417,0,277,0,221,164,15,4.01083,2.15434,0,0.0,0.79783,18.46667,18.64276,"{'3_character_tokens': 0.22744, '4_character_tokens': 0.18412, '2_character_tokens': 0.18051, '5_character_tokens': 0.12996, '1_character_tokens': 0.07581, '6_character_tokens': 0.06859, '7_character_tokens': 0.05776, '8_character_tokens': 0.02888, '9_character_tokens': 0.02527, '10_character_tokens': 0.01083, '11_character_tokens': 0.00722, '12_character_tokens': 0.00361}"
3102,3483,0,625,0,446,337,40,4.432,2.45908,0,0.0,0.7136,15.625,11.95008,"{'3_character_tokens': 0.208, '4_character_tokens': 0.1824, '2_character_tokens': 0.136, '5_character_tokens': 0.112, '7_character_tokens': 0.0928, '6_character_tokens': 0.0912, '1_character_tokens': 0.0752, '8_character_tokens': 0.0416, '10_character_tokens': 0.0192, '9_character_tokens': 0.0192, '11_character_tokens': 0.0096, '12_character_tokens': 0.0064, '13_character_tokens': 0.0032, '18_character_tokens': 0.0016, '15_character_tokens': 0.0016}"
3103,854,0,147,0,108,91,8,4.62585,2.57281,0,0.0,0.73469,18.375,9.36464,"{'3_character_tokens': 0.21088, '4_character_tokens': 0.19728, '5_character_tokens': 0.14966, '2_character_tokens': 0.13605, '7_character_tokens': 0.08844, '6_character_tokens': 0.06803, '10_character_tokens': 0.04762, '1_character_tokens': 0.04082, '9_character_tokens': 0.02041, '12_character_tokens': 0.01361, '8_character_tokens': 0.01361, '11_character_tokens': 0.0068, '16_character_tokens': 0.0068}"
3104,256,0,47,0,34,40,5,4.31915,2.15796,0,0.0,0.7234,9.4,2.79285,"{'4_character_tokens': 0.25532, '3_character_tokens': 0.21277, '6_character_tokens': 0.12766, '2_character_tokens': 0.10638, '7_character_tokens': 0.10638, '5_character_tokens': 0.08511, '1_character_tokens': 0.06383, '12_character_tokens': 0.02128, '9_character_tokens': 0.02128}"
3105,2207,0,412,0,307,248,23,4.22087,2.4549,0,0.0,0.74515,17.91304,12.86614,"{'2_character_tokens': 0.20146, '3_character_tokens': 0.19417, '4_character_tokens': 0.18204, '5_character_tokens': 0.08981, '1_character_tokens': 0.07767, '6_character_tokens': 0.06553, '7_character_tokens': 0.06553, '8_character_tokens': 0.05583, '10_character_tokens': 0.03155, '9_character_tokens': 0.01942, '11_character_tokens': 0.01214, '12_character_tokens': 0.00485}"
3106,195,0,41,0,39,34,2,3.39024,1.54722,0,0.0,0.95122,20.5,10.6066,"{'4_character_tokens': 0.2439, '3_character_tokens': 0.19512, '5_character_tokens': 0.19512, '2_character_tokens': 0.19512, '1_character_tokens': 0.12195, '7_character_tokens': 0.04878}"
3107,895,0,175,0,141,105,7,3.99429,2.02427,0,0.0,0.80571,25.0,7.30297,"{'3_character_tokens': 0.26286, '4_character_tokens': 0.22857, '2_character_tokens': 0.15429, '5_character_tokens': 0.09714, '7_character_tokens': 0.06286, '1_character_tokens': 0.06286, '6_character_tokens': 0.05714, '9_character_tokens': 0.04, '8_character_tokens': 0.02857, '11_character_tokens': 0.00571}"
3108,2425,0,464,0,344,211,23,4.14655,2.26535,0,0.0,0.74138,20.17391,9.55678,"{'2_character_tokens': 0.19397, '3_character_tokens': 0.19397, '4_character_tokens': 0.13793, '5_character_tokens': 0.13362, '6_character_tokens': 0.10129, '1_character_tokens': 0.0819, '7_character_tokens': 0.0819, '8_character_tokens': 0.02586, '9_character_tokens': 0.02371, '10_character_tokens': 0.0194, '13_character_tokens': 0.00431, '11_character_tokens': 0.00216}"
3109,217,0,45,0,40,39,4,3.6,1.71093,0,0.0,0.88889,11.25,7.8475,"{'2_character_tokens': 0.26667, '4_character_tokens': 0.26667, '3_character_tokens': 0.24444, '5_character_tokens': 0.08889, '6_character_tokens': 0.06667, '1_character_tokens': 0.02222, '8_character_tokens': 0.02222, '10_character_tokens': 0.02222}"
3110,947,0,165,0,110,111,13,4.5697,2.2772,0,0.0,0.66667,12.69231,6.87246,"{'3_character_tokens': 0.22424, '2_character_tokens': 0.16364, '6_character_tokens': 0.13939, '5_character_tokens': 0.12727, '4_character_tokens': 0.12121, '7_character_tokens': 0.07879, '8_character_tokens': 0.04848, '9_character_tokens': 0.03636, '1_character_tokens': 0.0303, '10_character_tokens': 0.01818, '11_character_tokens': 0.01212}"
3111,403,0,75,0,59,60,6,4.22667,1.92124,0,0.0,0.78667,12.5,8.64292,"{'4_character_tokens': 0.26667, '3_character_tokens': 0.22667, '5_character_tokens': 0.14667, '6_character_tokens': 0.12, '2_character_tokens': 0.09333, '1_character_tokens': 0.05333, '8_character_tokens': 0.02667, '7_character_tokens': 0.02667, '9_character_tokens': 0.02667, '11_character_tokens': 0.01333}"
3112,7939,0,1480,0,1159,618,144,4.10473,2.22785,0,0.0,0.78311,10.27778,8.52593,"{'3_character_tokens': 0.21216, '4_character_tokens': 0.20811, '2_character_tokens': 0.18784, '5_character_tokens': 0.11216, '6_character_tokens': 0.07162, '1_character_tokens': 0.06284, '7_character_tokens': 0.05946, '8_character_tokens': 0.03514, '9_character_tokens': 0.02297, '10_character_tokens': 0.01554, '12_character_tokens': 0.00541, '11_character_tokens': 0.00338, '13_character_tokens': 0.0027, '15_character_tokens': 0.00068}"
3113,609,0,106,0,75,83,8,4.58491,2.38594,0,0.0,0.70755,13.25,6.98468,"{'4_character_tokens': 0.21698, '3_character_tokens': 0.17925, '2_character_tokens': 0.15094, '5_character_tokens': 0.11321, '7_character_tokens': 0.10377, '9_character_tokens': 0.0566, '6_character_tokens': 0.0566, '1_character_tokens': 0.04717, '8_character_tokens': 0.03774, '10_character_tokens': 0.0283, '11_character_tokens': 0.00943}"
3114,1890,0,359,0,286,211,19,4.1532,2.26374,0,0.0,0.79666,18.89474,8.15063,"{'3_character_tokens': 0.23677, '4_character_tokens': 0.20613, '2_character_tokens': 0.16156, '5_character_tokens': 0.12813, '1_character_tokens': 0.06407, '7_character_tokens': 0.06407, '6_character_tokens': 0.04735, '8_character_tokens': 0.03064, '9_character_tokens': 0.02786, '10_character_tokens': 0.01671, '11_character_tokens': 0.00836, '12_character_tokens': 0.00557, '13_character_tokens': 0.00279}"
3115,1635,0,257,0,155,157,13,5.19844,3.05348,0,0.0,0.60311,19.76923,6.83318,"{'3_character_tokens': 0.18288, '2_character_tokens': 0.17121, '4_character_tokens': 0.14786, '6_character_tokens': 0.09339, '7_character_tokens': 0.08949, '5_character_tokens': 0.07393, '9_character_tokens': 0.06615, '8_character_tokens': 0.05058, '11_character_tokens': 0.03113, '1_character_tokens': 0.02724, '10_character_tokens': 0.02335, '12_character_tokens': 0.01946, '13_character_tokens': 0.01167, '14_character_tokens': 0.00778, '16_character_tokens': 0.00389}"
3116,9084,0,1542,0,1019,785,68,4.72827,2.49921,0,0.0,0.66083,22.67647,10.95369,"{'3_character_tokens': 0.17445, '4_character_tokens': 0.16732, '2_character_tokens': 0.16213, '5_character_tokens': 0.11543, '6_character_tokens': 0.10117, '7_character_tokens': 0.09339, '8_character_tokens': 0.05383, '9_character_tokens': 0.04929, '1_character_tokens': 0.0415, '10_character_tokens': 0.0201, '11_character_tokens': 0.00908, '12_character_tokens': 0.00649, '13_character_tokens': 0.00389, '14_character_tokens': 0.0013, '16_character_tokens': 0.00065}"
3117,1204,0,237,0,194,117,16,3.91561,2.29065,0,0.0,0.81857,14.8125,12.12831,"{'4_character_tokens': 0.22785, '2_character_tokens': 0.21941, '3_character_tokens': 0.19409, '5_character_tokens': 0.09283, '1_character_tokens': 0.08439, '7_character_tokens': 0.05485, '6_character_tokens': 0.04219, '8_character_tokens': 0.02954, '10_character_tokens': 0.0211, '11_character_tokens': 0.01688, '9_character_tokens': 0.01266, '12_character_tokens': 0.00422}"
3118,1658,0,318,0,251,182,16,4.0,2.0804,0,0.0,0.78931,19.875,14.55049,"{'2_character_tokens': 0.22013, '3_character_tokens': 0.21384, '4_character_tokens': 0.20126, '5_character_tokens': 0.10377, '7_character_tokens': 0.07862, '6_character_tokens': 0.05975, '1_character_tokens': 0.05031, '8_character_tokens': 0.03459, '9_character_tokens': 0.02516, '11_character_tokens': 0.00629, '10_character_tokens': 0.00629}"
3119,806,0,152,0,118,95,11,4.07895,2.14854,0,0.0,0.77632,13.81818,7.46751,"{'4_character_tokens': 0.24342, '2_character_tokens': 0.21711, '3_character_tokens': 0.17105, '6_character_tokens': 0.11184, '5_character_tokens': 0.09868, '7_character_tokens': 0.05263, '1_character_tokens': 0.04605, '8_character_tokens': 0.01974, '10_character_tokens': 0.01316, '12_character_tokens': 0.01316, '9_character_tokens': 0.00658, '11_character_tokens': 0.00658}"
3120,3631,0,704,0,559,349,45,4.02699,2.2825,0,0.0,0.79403,15.64444,9.215,"{'4_character_tokens': 0.20739, '3_character_tokens': 0.2017, '2_character_tokens': 0.19176, '5_character_tokens': 0.1108, '1_character_tokens': 0.08239, '6_character_tokens': 0.07244, '7_character_tokens': 0.05256, '9_character_tokens': 0.02699, '8_character_tokens': 0.02131, '10_character_tokens': 0.01705, '11_character_tokens': 0.0071, '13_character_tokens': 0.00568, '12_character_tokens': 0.00284}"
3121,250,0,46,0,33,44,4,4.32609,1.97826,0,0.0,0.71739,11.5,9.67815,"{'4_character_tokens': 0.21739, '2_character_tokens': 0.19565, '5_character_tokens': 0.15217, '7_character_tokens': 0.13043, '3_character_tokens': 0.1087, '6_character_tokens': 0.1087, '1_character_tokens': 0.04348, '9_character_tokens': 0.02174, '8_character_tokens': 0.02174}"
3122,275,0,46,0,33,37,6,4.3913,2.7526,0,0.0,0.71739,7.66667,5.35413,"{'2_character_tokens': 0.28261, '3_character_tokens': 0.19565, '5_character_tokens': 0.13043, '6_character_tokens': 0.08696, '8_character_tokens': 0.08696, '4_character_tokens': 0.06522, '1_character_tokens': 0.04348, '7_character_tokens': 0.02174, '9_character_tokens': 0.02174, '12_character_tokens': 0.02174, '11_character_tokens': 0.02174, '10_character_tokens': 0.02174}"
3123,125,0,23,0,17,20,3,4.17391,2.34816,0,0.0,0.73913,7.66667,5.50757,"{'4_character_tokens': 0.30435, '2_character_tokens': 0.17391, '3_character_tokens': 0.13043, '7_character_tokens': 0.13043, '1_character_tokens': 0.08696, '6_character_tokens': 0.08696, '5_character_tokens': 0.04348, '11_character_tokens': 0.04348}"
3124,200,0,37,0,31,31,3,4.02703,2.68211,0,0.0,0.83784,12.33333,8.73689,"{'4_character_tokens': 0.32432, '3_character_tokens': 0.21622, '1_character_tokens': 0.13514, '2_character_tokens': 0.10811, '7_character_tokens': 0.08108, '5_character_tokens': 0.05405, '10_character_tokens': 0.02703, '9_character_tokens': 0.02703, '14_character_tokens': 0.02703}"
3125,1696,0,332,0,265,174,18,3.9759,2.09286,0,0.0,0.79819,18.44444,8.91279,"{'4_character_tokens': 0.22892, '3_character_tokens': 0.2259, '2_character_tokens': 0.1988, '5_character_tokens': 0.08735, '7_character_tokens': 0.0753, '6_character_tokens': 0.06325, '1_character_tokens': 0.05723, '8_character_tokens': 0.02108, '9_character_tokens': 0.01807, '10_character_tokens': 0.01205, '11_character_tokens': 0.01205}"
3126,134,0,31,0,27,28,2,3.25806,1.50483,0,0.0,0.87097,15.5,0.70711,"{'3_character_tokens': 0.25806, '2_character_tokens': 0.25806, '4_character_tokens': 0.19355, '6_character_tokens': 0.12903, '1_character_tokens': 0.09677, '5_character_tokens': 0.06452}"
3127,7629,0,1456,0,1141,562,98,4.10302,2.27681,0,0.0,0.78365,14.85714,11.33738,"{'3_character_tokens': 0.25481, '4_character_tokens': 0.19162, '2_character_tokens': 0.18338, '5_character_tokens': 0.09753, '6_character_tokens': 0.07486, '1_character_tokens': 0.05632, '7_character_tokens': 0.04739, '8_character_tokens': 0.03503, '9_character_tokens': 0.0206, '11_character_tokens': 0.01717, '10_character_tokens': 0.0158, '12_character_tokens': 0.00343, '13_character_tokens': 0.00206}"
3128,168,0,33,0,25,24,2,3.66667,1.84842,0,0.0,0.75758,16.5,16.26346,"{'3_character_tokens': 0.33333, '6_character_tokens': 0.18182, '2_character_tokens': 0.15152, '5_character_tokens': 0.12121, '1_character_tokens': 0.12121, '7_character_tokens': 0.06061, '4_character_tokens': 0.0303}"
3129,382,0,60,0,40,56,6,4.95,3.0611,0,0.0,0.66667,10.0,6.48074,"{'4_character_tokens': 0.21667, '2_character_tokens': 0.2, '5_character_tokens': 0.1, '6_character_tokens': 0.08333, '8_character_tokens': 0.08333, '3_character_tokens': 0.08333, '1_character_tokens': 0.06667, '9_character_tokens': 0.05, '11_character_tokens': 0.05, '7_character_tokens': 0.01667, '12_character_tokens': 0.01667, '10_character_tokens': 0.01667, '13_character_tokens': 0.01667}"
3130,2365,0,443,0,338,239,25,4.20767,2.33161,0,0.0,0.76298,17.72,7.2888,"{'4_character_tokens': 0.21445, '2_character_tokens': 0.21219, '3_character_tokens': 0.1693, '5_character_tokens': 0.10835, '7_character_tokens': 0.08352, '1_character_tokens': 0.05869, '6_character_tokens': 0.05869, '8_character_tokens': 0.03386, '9_character_tokens': 0.02483, '10_character_tokens': 0.02257, '11_character_tokens': 0.00903, '13_character_tokens': 0.00226, '14_character_tokens': 0.00226}"
3131,7442,0,1456,0,1170,515,72,3.96841,2.15013,0,0.0,0.80357,20.22222,15.44752,"{'4_character_tokens': 0.22665, '3_character_tokens': 0.2136, '2_character_tokens': 0.19505, '5_character_tokens': 0.10096, '6_character_tokens': 0.07212, '1_character_tokens': 0.06731, '7_character_tokens': 0.05838, '8_character_tokens': 0.02747, '9_character_tokens': 0.01442, '10_character_tokens': 0.01236, '11_character_tokens': 0.00549, '13_character_tokens': 0.00275, '12_character_tokens': 0.00206, '15_character_tokens': 0.00069, '19_character_tokens': 0.00069}"
3132,497,0,99,0,76,64,6,3.92929,2.11531,0,0.0,0.76768,16.5,14.51551,"{'3_character_tokens': 0.22222, '2_character_tokens': 0.21212, '4_character_tokens': 0.16162, '7_character_tokens': 0.10101, '5_character_tokens': 0.09091, '1_character_tokens': 0.08081, '6_character_tokens': 0.07071, '8_character_tokens': 0.0303, '9_character_tokens': 0.0202, '10_character_tokens': 0.0101}"
3133,584,0,111,0,87,74,4,4.13514,2.34128,0,0.0,0.78378,27.75,23.08499,"{'2_character_tokens': 0.26126, '4_character_tokens': 0.20721, '3_character_tokens': 0.13514, '5_character_tokens': 0.12613, '8_character_tokens': 0.07207, '6_character_tokens': 0.06306, '1_character_tokens': 0.05405, '9_character_tokens': 0.02703, '10_character_tokens': 0.02703, '7_character_tokens': 0.01802, '11_character_tokens': 0.00901}"
3134,3384,0,652,0,504,323,25,4.06748,2.09565,0,0.0,0.77301,26.08,15.98416,"{'3_character_tokens': 0.27454, '2_character_tokens': 0.18865, '4_character_tokens': 0.16718, '5_character_tokens': 0.10123, '6_character_tokens': 0.08896, '7_character_tokens': 0.06135, '1_character_tokens': 0.04141, '8_character_tokens': 0.03067, '9_character_tokens': 0.02914, '10_character_tokens': 0.01074, '11_character_tokens': 0.00307, '12_character_tokens': 0.00153, '13_character_tokens': 0.00153}"
3135,146,0,25,0,15,23,2,4.76,2.55408,0,0.0,0.6,12.5,16.26346,"{'3_character_tokens': 0.2, '4_character_tokens': 0.2, '2_character_tokens': 0.16, '7_character_tokens': 0.16, '8_character_tokens': 0.12, '6_character_tokens': 0.08, '11_character_tokens': 0.04, '1_character_tokens': 0.04}"
3136,330,0,70,0,63,46,6,3.51429,1.67456,0,0.0,0.9,11.66667,6.97615,"{'4_character_tokens': 0.22857, '3_character_tokens': 0.21429, '2_character_tokens': 0.18571, '5_character_tokens': 0.15714, '1_character_tokens': 0.11429, '7_character_tokens': 0.05714, '6_character_tokens': 0.02857, '8_character_tokens': 0.01429}"
3137,1119,0,193,0,136,128,19,4.60622,2.50632,0,0.0,0.70466,10.15789,5.50013,"{'3_character_tokens': 0.21762, '4_character_tokens': 0.20207, '2_character_tokens': 0.15544, '5_character_tokens': 0.09845, '6_character_tokens': 0.0829, '7_character_tokens': 0.07772, '8_character_tokens': 0.05699, '1_character_tokens': 0.03109, '9_character_tokens': 0.03109, '11_character_tokens': 0.01554, '10_character_tokens': 0.01554, '13_character_tokens': 0.01036, '14_character_tokens': 0.00518}"
3138,279,0,56,0,44,49,3,3.92857,1.83756,0,0.0,0.78571,18.66667,19.75686,"{'3_character_tokens': 0.25, '2_character_tokens': 0.21429, '4_character_tokens': 0.16071, '5_character_tokens': 0.125, '6_character_tokens': 0.10714, '8_character_tokens': 0.05357, '7_character_tokens': 0.05357, '1_character_tokens': 0.03571}"
3139,3017,0,569,0,428,254,33,4.17047,2.32503,0,0.0,0.7522,17.24242,8.07399,"{'4_character_tokens': 0.2109, '2_character_tokens': 0.18278, '3_character_tokens': 0.17047, '7_character_tokens': 0.10018, '5_character_tokens': 0.10018, '1_character_tokens': 0.08787, '6_character_tokens': 0.06327, '9_character_tokens': 0.04042, '8_character_tokens': 0.02285, '10_character_tokens': 0.01054, '11_character_tokens': 0.00527, '14_character_tokens': 0.00351, '12_character_tokens': 0.00176}"
3140,362,0,71,0,55,52,6,4.01408,2.32682,0,0.0,0.77465,11.83333,6.17792,"{'3_character_tokens': 0.22535, '4_character_tokens': 0.1831, '2_character_tokens': 0.15493, '1_character_tokens': 0.11268, '5_character_tokens': 0.09859, '7_character_tokens': 0.08451, '6_character_tokens': 0.07042, '9_character_tokens': 0.02817, '12_character_tokens': 0.01408, '10_character_tokens': 0.01408, '8_character_tokens': 0.01408}"
3141,994,0,194,0,156,129,10,3.96392,2.09706,0,0.0,0.80412,19.4,17.99506,"{'4_character_tokens': 0.21649, '3_character_tokens': 0.18557, '2_character_tokens': 0.15979, '5_character_tokens': 0.14433, '1_character_tokens': 0.09794, '6_character_tokens': 0.08763, '7_character_tokens': 0.06186, '8_character_tokens': 0.02577, '12_character_tokens': 0.01031, '13_character_tokens': 0.00515, '9_character_tokens': 0.00515}"
3142,911,0,170,0,130,113,9,4.16471,2.39253,0,0.0,0.76471,18.88889,10.09263,"{'3_character_tokens': 0.21765, '2_character_tokens': 0.17059, '4_character_tokens': 0.15294, '5_character_tokens': 0.12941, '1_character_tokens': 0.09412, '7_character_tokens': 0.06471, '6_character_tokens': 0.05882, '8_character_tokens': 0.04706, '9_character_tokens': 0.02941, '10_character_tokens': 0.02941, '13_character_tokens': 0.00588}"
3143,252,0,46,0,35,40,3,4.3913,2.39887,0,0.0,0.76087,15.33333,11.01514,"{'4_character_tokens': 0.21739, '3_character_tokens': 0.21739, '2_character_tokens': 0.17391, '5_character_tokens': 0.1087, '8_character_tokens': 0.06522, '7_character_tokens': 0.06522, '9_character_tokens': 0.04348, '10_character_tokens': 0.04348, '1_character_tokens': 0.04348, '6_character_tokens': 0.02174}"
3144,1306,0,236,0,179,141,15,4.3178,2.24003,0,0.0,0.75847,15.73333,9.72087,"{'4_character_tokens': 0.23305, '3_character_tokens': 0.22034, '2_character_tokens': 0.12712, '5_character_tokens': 0.11864, '6_character_tokens': 0.08051, '7_character_tokens': 0.0678, '1_character_tokens': 0.05932, '8_character_tokens': 0.04661, '9_character_tokens': 0.01695, '10_character_tokens': 0.01271, '12_character_tokens': 0.01271, '13_character_tokens': 0.00424}"
3145,1129,0,225,0,190,119,16,3.93333,1.67971,0,0.0,0.84444,14.0625,6.68799,"{'4_character_tokens': 0.26222, '3_character_tokens': 0.24, '2_character_tokens': 0.18222, '5_character_tokens': 0.14222, '6_character_tokens': 0.08444, '7_character_tokens': 0.03556, '8_character_tokens': 0.01778, '1_character_tokens': 0.01778, '9_character_tokens': 0.00889, '11_character_tokens': 0.00444, '10_character_tokens': 0.00444}"
3146,558,0,103,0,82,78,6,4.34951,2.186,0,0.0,0.79612,17.16667,8.56543,"{'3_character_tokens': 0.29126, '4_character_tokens': 0.2233, '2_character_tokens': 0.13592, '5_character_tokens': 0.13592, '7_character_tokens': 0.05825, '6_character_tokens': 0.04854, '11_character_tokens': 0.02913, '8_character_tokens': 0.02913, '9_character_tokens': 0.01942, '10_character_tokens': 0.01942, '1_character_tokens': 0.00971}"
3147,4743,0,903,0,696,307,33,4.16833,2.1916,0,0.0,0.77076,27.36364,14.21667,"{'4_character_tokens': 0.2237, '2_character_tokens': 0.20819, '3_character_tokens': 0.1938, '5_character_tokens': 0.10742, '6_character_tokens': 0.10078, '7_character_tokens': 0.04319, '1_character_tokens': 0.03765, '8_character_tokens': 0.02769, '9_character_tokens': 0.02547, '10_character_tokens': 0.01993, '11_character_tokens': 0.00775, '13_character_tokens': 0.00221, '15_character_tokens': 0.00111, '12_character_tokens': 0.00111}"
3148,470,0,94,0,79,75,9,3.85106,1.8605,0,0.0,0.84043,10.44444,7.23034,"{'4_character_tokens': 0.26596, '3_character_tokens': 0.20213, '2_character_tokens': 0.1383, '5_character_tokens': 0.1383, '1_character_tokens': 0.09574, '6_character_tokens': 0.07447, '7_character_tokens': 0.05319, '9_character_tokens': 0.02128, '10_character_tokens': 0.01064}"
3149,209,0,35,0,26,32,5,4.65714,2.40028,0,0.0,0.74286,7.0,5.52268,"{'3_character_tokens': 0.22857, '4_character_tokens': 0.2, '5_character_tokens': 0.2, '2_character_tokens': 0.11429, '6_character_tokens': 0.11429, '7_character_tokens': 0.08571, '15_character_tokens': 0.02857, '8_character_tokens': 0.02857}"
3150,147,0,30,0,25,28,1,3.86667,2.30042,0,0.0,0.83333,30.0,0.0,"{'3_character_tokens': 0.23333, '4_character_tokens': 0.2, '1_character_tokens': 0.13333, '5_character_tokens': 0.13333, '2_character_tokens': 0.13333, '6_character_tokens': 0.06667, '7_character_tokens': 0.03333, '9_character_tokens': 0.03333, '11_character_tokens': 0.03333}"
3151,4771,0,974,0,831,375,55,3.77721,1.93434,0,0.0,0.85318,17.70909,11.47247,"{'3_character_tokens': 0.25154, '4_character_tokens': 0.21869, '2_character_tokens': 0.20021, '5_character_tokens': 0.1191, '1_character_tokens': 0.06366, '6_character_tokens': 0.0462, '7_character_tokens': 0.04517, '8_character_tokens': 0.02669, '9_character_tokens': 0.01951, '10_character_tokens': 0.00513, '13_character_tokens': 0.00308, '14_character_tokens': 0.00103}"
3152,1667,0,330,0,263,207,15,3.92121,2.30761,0,0.0,0.79697,22.0,22.67787,"{'2_character_tokens': 0.22727, '4_character_tokens': 0.2, '3_character_tokens': 0.19697, '5_character_tokens': 0.09394, '1_character_tokens': 0.07879, '6_character_tokens': 0.07576, '7_character_tokens': 0.05152, '9_character_tokens': 0.0303, '8_character_tokens': 0.02727, '10_character_tokens': 0.00909, '20_character_tokens': 0.00303, '12_character_tokens': 0.00303, '11_character_tokens': 0.00303}"
3153,2774,0,563,0,460,266,26,3.76732,2.05204,0,0.0,0.81705,21.65385,16.84741,"{'3_character_tokens': 0.20426, '4_character_tokens': 0.20426, '2_character_tokens': 0.17584, '1_character_tokens': 0.12078, '5_character_tokens': 0.1119, '6_character_tokens': 0.0746, '7_character_tokens': 0.06039, '8_character_tokens': 0.01954, '9_character_tokens': 0.01776, '11_character_tokens': 0.00533, '12_character_tokens': 0.00355, '10_character_tokens': 0.00178}"
3154,2831,0,519,0,378,258,31,4.32563,2.53545,0,0.0,0.72832,16.74194,8.86554,"{'2_character_tokens': 0.20424, '4_character_tokens': 0.158, '3_character_tokens': 0.15414, '5_character_tokens': 0.12717, '6_character_tokens': 0.09249, '1_character_tokens': 0.08478, '9_character_tokens': 0.05202, '7_character_tokens': 0.05202, '8_character_tokens': 0.03661, '10_character_tokens': 0.02119, '11_character_tokens': 0.00771, '12_character_tokens': 0.00578, '15_character_tokens': 0.00193, '14_character_tokens': 0.00193}"
3155,2528,0,508,0,396,237,10,3.96063,2.1844,0,0.0,0.77953,50.8,54.36257,"{'2_character_tokens': 0.19685, '4_character_tokens': 0.18898, '3_character_tokens': 0.17126, '5_character_tokens': 0.11811, '1_character_tokens': 0.10433, '6_character_tokens': 0.07874, '7_character_tokens': 0.06693, '8_character_tokens': 0.0374, '9_character_tokens': 0.01772, '10_character_tokens': 0.01575, '11_character_tokens': 0.00197, '12_character_tokens': 0.00197}"
3156,1561,0,327,0,278,165,26,3.68502,2.04441,0,0.0,0.85015,12.57692,7.4306,"{'2_character_tokens': 0.2263, '3_character_tokens': 0.2263, '4_character_tokens': 0.18654, '5_character_tokens': 0.11927, '1_character_tokens': 0.09174, '7_character_tokens': 0.05505, '6_character_tokens': 0.04281, '8_character_tokens': 0.02446, '9_character_tokens': 0.01529, '12_character_tokens': 0.00612, '10_character_tokens': 0.00306, '13_character_tokens': 0.00306}"
3157,191,0,29,0,17,26,2,5.34483,2.53935,0,0.0,0.58621,14.5,14.84924,"{'8_character_tokens': 0.24138, '4_character_tokens': 0.2069, '3_character_tokens': 0.17241, '2_character_tokens': 0.10345, '6_character_tokens': 0.10345, '5_character_tokens': 0.10345, '9_character_tokens': 0.03448, '12_character_tokens': 0.03448}"
3158,145,0,34,0,29,28,4,3.29412,1.81791,0,0.0,0.85294,8.5,5.91608,"{'2_character_tokens': 0.23529, '1_character_tokens': 0.17647, '3_character_tokens': 0.17647, '4_character_tokens': 0.14706, '5_character_tokens': 0.11765, '6_character_tokens': 0.08824, '7_character_tokens': 0.05882}"
3159,424,0,76,0,55,58,8,4.40789,2.8056,0,0.0,0.72368,9.5,7.59699,"{'2_character_tokens': 0.26316, '3_character_tokens': 0.19737, '4_character_tokens': 0.14474, '5_character_tokens': 0.07895, '6_character_tokens': 0.06579, '7_character_tokens': 0.06579, '9_character_tokens': 0.05263, '1_character_tokens': 0.03947, '10_character_tokens': 0.03947, '8_character_tokens': 0.02632, '15_character_tokens': 0.01316, '11_character_tokens': 0.01316}"
3160,193,0,36,0,27,31,4,4.13889,1.79129,0,0.0,0.75,9.0,3.74166,"{'4_character_tokens': 0.19444, '2_character_tokens': 0.19444, '5_character_tokens': 0.19444, '6_character_tokens': 0.13889, '7_character_tokens': 0.11111, '3_character_tokens': 0.11111, '1_character_tokens': 0.05556}"
3161,3116,0,595,0,471,302,71,4.05714,2.21643,0,0.0,0.7916,8.38028,7.03941,"{'4_character_tokens': 0.20504, '2_character_tokens': 0.19664, '3_character_tokens': 0.18655, '5_character_tokens': 0.12773, '1_character_tokens': 0.07563, '6_character_tokens': 0.06891, '8_character_tokens': 0.05378, '7_character_tokens': 0.04706, '9_character_tokens': 0.01345, '10_character_tokens': 0.01008, '12_character_tokens': 0.0084, '11_character_tokens': 0.00672}"
